Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
13b98f8595e786c18d5572bebe72492b40e29d02e0a206975fa367e6568a711c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.656530,52.906532,On or near Avon Close,E01026311,South Kesteven 005D,Suspect charged
47f84cd2910058636f7d4a4639fe4cf75b4ec19ffdf005c5ad9e013b5f106b70,2023-07,Lincolnshire Police,Lincolnshire Police,-0.604707,53.215121,On or near Police Station,E01034690,Lincoln 007F,Investigation complete; no suspect identified
d749634cc831367aa40f66d37a793d83a2f6dc20a551e070fb430d2385d10a83,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Unable to prosecute suspect
abfcb36469390212c992aad3ada70330821d8a2a2e2af88c23f01c0aa50ce85c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.518172,53.110533,On or near Jubilee Way,E01026194,North Kesteven 006B,Unable to prosecute suspect
db6e7fbf124bf796df2d713dc96f254a163791ebb1f2fcd6586757a539926caf,2023-07,Lincolnshire Police,Lincolnshire Police,-0.373614,52.767600,On or near Abbey Road,E01026298,South Kesteven 011D,Unable to prosecute suspect
784b2a81f7edf6bf7e04df60960a4dd4f12fb72b8d2b507ab5000d451c749fb0,2023-07,Lincolnshire Police,Lincolnshire Police,-0.044723,52.986964,On or near Hollydene Close,E01026010,Boston 002A,Suspect charged
c255e773f858398129374a50bc74c0c1e7a167a243cca9974b9dd727863f9a10,2023-07,Lincolnshire Police,Lincolnshire Police,-0.414229,53.004603,On or near North Road,E01026235,North Kesteven 010E,Unable to prosecute suspect
adaaec7ab720d7160e3d74fb6c9deeb0fdb6f3a6571862bf3b92a92ddacb8994,2023-07,Lincolnshire Police,Lincolnshire Police,-0.501967,52.860650,On or near Paddock Rise,E01026332,South Kesteven 007E,Unable to prosecute suspect
e2d21eb45e2b2da420669f3bbae2d3cc131bb2db69a4468577311504c8563793,2023-07,Lincolnshire Police,Lincolnshire Police,-0.773484,53.393824,On or near Portland Terrace,E01026383,West Lindsey 004E,Unable to prosecute suspect
4d60084844b53b615ccc4abd8168ed5233bc355e30328c80e4fdad9be6124ba9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.773484,53.393824,On or near Portland Terrace,E01026383,West Lindsey 004E,Unable to prosecute suspect
609845aecf541f2b3c5c1fed853cdeba4e7312be0b61081a6048a8d6b7b3b8e9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.678189,53.199760,On or near Eagle Moor,E01026199,North Kesteven 003D,Unable to prosecute suspect
a2ded06db3d2645681777c4a252747b31f6f22813052e1b3f9746c33cea8fae8,2023-07,Lincolnshire Police,Lincolnshire Police,-0.665449,53.146246,On or near Moorhen Close,E01034694,North Kesteven 003J,Unable to prosecute suspect
747dd170546f200ca36d0368e00da30b870720fef65ad0e4a0564051f9c44df6,2023-07,Lincolnshire Police,Lincolnshire Police,-0.559451,53.242738,On or near Tapin Close,E01026147,Lincoln 003C,Unable to prosecute suspect
dbf971e1f2d2eeb2e8964acdf2c82867f8c9d33f63ad8ea5b2a404493314ca8d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.527256,53.253366,On or near Harmston Close,E01026168,Lincoln 001D,Unable to prosecute suspect
ef079573d8ecdc9cc7e7ea4eee4cf51ef95d6be51224b3b8bdb13170e182be0e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.645577,52.914445,On or near Union Street,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
ef079573d8ecdc9cc7e7ea4eee4cf51ef95d6be51224b3b8bdb13170e182be0e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.645577,52.914445,On or near Union Street,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
f058fc0ff785be58e29404266a70f21c9fe6db752a3e82e4252d3475daf9c5a9,2023-07,Lincolnshire Police,Lincolnshire Police,0.344420,53.193015,On or near Sea Lane,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
f058fc0ff785be58e29404266a70f21c9fe6db752a3e82e4252d3475daf9c5a9,2023-07,Lincolnshire Police,Lincolnshire Police,0.344420,53.193015,On or near Sea Lane,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
e57d919aea7791bfd6019b7666375e16a8a582cbff460baf6c436c00ff95f947,2023-07,Lincolnshire Police,Lincolnshire Police,-0.020285,52.982694,On or near Shopping Area,E01026036,Boston 003D,Unable to prosecute suspect
e57d919aea7791bfd6019b7666375e16a8a582cbff460baf6c436c00ff95f947,2023-07,Lincolnshire Police,Lincolnshire Police,-0.020285,52.982694,On or near Shopping Area,E01026036,Boston 003D,Unable to prosecute suspect
28fbafeaa6be6b35115f3cb4652a00c9c53eab5a91e438282a32f2f1484acb8c,2023-07,Lincolnshire Police,Lincolnshire Police,0.001236,53.373947,On or near Wintringham Way,E01026077,East Lindsey 003A,Investigation complete; no suspect identified
28fbafeaa6be6b35115f3cb4652a00c9c53eab5a91e438282a32f2f1484acb8c,2023-07,Lincolnshire Police,Lincolnshire Police,0.001236,53.373947,On or near Wintringham Way,E01026077,East Lindsey 003A,Investigation complete; no suspect identified
fff5b7629764ef47e7143c2700cef0f2a701a284d4a9478934a46d65eaf1757e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.527827,53.230620,On or near Avondale Street,E01026126,Lincoln 004D,Unable to prosecute suspect
649be9633b231929a01578c74409f3011e36e493bfa7ed2c59824a82a560fb0d,2023-07,Lincolnshire Police,Lincolnshire Police,0.255699,53.342464,On or near Browning Drive,E01026072,East Lindsey 005A,Investigation complete; no suspect identified
a3f09e068b6b069d9e4088df16a0302e0e2c2c3605bf84b09e4a193722d1f7c7,2023-07,Lincolnshire Police,Lincolnshire Police,0.019304,52.809358,On or near Fakenham Chase,E01026252,South Holland 003C,Action to be taken by another organisation
f4c4afcedd80693cbbc6ef3aee3d12e4c9c094f918aea1730249fd820fd6e7ba,2023-07,Lincolnshire Police,Lincolnshire Police,0.343193,53.151024,On or near Sea View Road,E01026116,East Lindsey 012D,Unable to prosecute suspect
d2ad311a571765a2abcbd765166083b9c73844011328462ca23164e00cd063cb,2023-07,Lincolnshire Police,Lincolnshire Police,-0.195947,53.101078,On or near Sleaford Road,E01026054,East Lindsey 016D,Investigation complete; no suspect identified
0fd0c8728b96f93c37d1e0b4040b54151cfd622b917fd5cb20bc708cc0f78c5d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.531585,53.191265,On or near Broadway,E01026187,North Kesteven 001B,Unable to prosecute suspect
89137b277ead30fb69b457778d403ebc3696f7b6d936183c7c161964226e7a34,2023-07,Lincolnshire Police,Lincolnshire Police,-0.547707,53.225327,On or near Parking Area,E01026132,Lincoln 005A,Unable to prosecute suspect
afacd766b209388c84ef6912b9c66a6ff983b6a2ae6904dbc224c3827e99fa1c,2023-07,Lincolnshire Police,Lincolnshire Police,0.330983,53.195068,On or near Chapman Court,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
d4d728ed78e482317815dfcca6443cee30a8ca6927682087ecefa2bc5b4a63ef,2023-07,Lincolnshire Police,Lincolnshire Police,-0.131120,52.794785,On or near Baxter Close,E01026270,South Holland 007C,Unable to prosecute suspect
7dcf43e7dee0bcd047fbde1f04f85ee5a6c2af216ab15c3e4a7ad90ff9b02b4e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.143332,52.774118,On or near Clay Lake,E01026268,South Holland 007A,Unable to prosecute suspect
7dcf43e7dee0bcd047fbde1f04f85ee5a6c2af216ab15c3e4a7ad90ff9b02b4e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.143332,52.774118,On or near Clay Lake,E01026268,South Holland 007A,Unable to prosecute suspect
342b202d4b2e0d4ec5d26142c90e9265edd3bbcecb859933a9030fe7d562c9ba,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Investigation complete; no suspect identified
342b202d4b2e0d4ec5d26142c90e9265edd3bbcecb859933a9030fe7d562c9ba,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Investigation complete; no suspect identified
342b202d4b2e0d4ec5d26142c90e9265edd3bbcecb859933a9030fe7d562c9ba,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Investigation complete; no suspect identified
a8bec9f9d4765e54ad522efdbeaa261a35c05a80a980a3d2f89e9614733ebd61,2023-07,Lincolnshire Police,Lincolnshire Police,-0.604707,53.215121,On or near Police Station,E01034690,Lincoln 007F,Unable to prosecute suspect
42a92e548dee465042d3f3353a1fdc14d99d1fe57866f56c1690ace284cbd4c2,2023-07,Lincolnshire Police,Lincolnshire Police,-0.176311,52.872448,On or near Chaintoft Lane,E01026247,South Holland 001D,Unable to prosecute suspect
e89971b8625dd6766d5de31afa56d456eae9b6e8b496d86694526cb9d81e50df,2023-07,Lincolnshire Police,Lincolnshire Police,-0.176311,52.872448,On or near Chaintoft Lane,E01026247,South Holland 001D,Unable to prosecute suspect
30ad24dec96f10b26bb2f789c7d321ffb022b3e08b03434ed25daf792f8cc088,2023-07,Lincolnshire Police,Lincolnshire Police,-0.669259,53.271981,On or near St Georges Mews,E01026398,West Lindsey 009C,Unable to prosecute suspect
59b78a0e811edbbb18b37eddb9fc467c016c286840fa42cc30575e0a9870f36e,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
59b78a0e811edbbb18b37eddb9fc467c016c286840fa42cc30575e0a9870f36e,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
59b78a0e811edbbb18b37eddb9fc467c016c286840fa42cc30575e0a9870f36e,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
59b78a0e811edbbb18b37eddb9fc467c016c286840fa42cc30575e0a9870f36e,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
59b78a0e811edbbb18b37eddb9fc467c016c286840fa42cc30575e0a9870f36e,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
59b78a0e811edbbb18b37eddb9fc467c016c286840fa42cc30575e0a9870f36e,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
c821d9eaca6eb5b229e141295375120d397a75504304420357fd069c0a8ec490,2023-07,Lincolnshire Police,Lincolnshire Police,0.333960,53.148175,On or near Brunswick Drive,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
0a2694fa232a9cfce77e12cbc2dec209c0a6e51178931cf39c7140de76343a70,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
0a2694fa232a9cfce77e12cbc2dec209c0a6e51178931cf39c7140de76343a70,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
0a2694fa232a9cfce77e12cbc2dec209c0a6e51178931cf39c7140de76343a70,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
0a2694fa232a9cfce77e12cbc2dec209c0a6e51178931cf39c7140de76343a70,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
0a2694fa232a9cfce77e12cbc2dec209c0a6e51178931cf39c7140de76343a70,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
0a2694fa232a9cfce77e12cbc2dec209c0a6e51178931cf39c7140de76343a70,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4880d77dfa1969eeedde2c760e2ec9657497a561233be35eec1992f55df3d908,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4880d77dfa1969eeedde2c760e2ec9657497a561233be35eec1992f55df3d908,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4880d77dfa1969eeedde2c760e2ec9657497a561233be35eec1992f55df3d908,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4880d77dfa1969eeedde2c760e2ec9657497a561233be35eec1992f55df3d908,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4880d77dfa1969eeedde2c760e2ec9657497a561233be35eec1992f55df3d908,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4880d77dfa1969eeedde2c760e2ec9657497a561233be35eec1992f55df3d908,2023-07,Lincolnshire Police,Lincolnshire Police,0.336159,53.218658,On or near South Road,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
f012315e4364dcae94864ff7018b832365e219d9b44a4874a47ed30ab1a77828,2023-07,Lincolnshire Police,Lincolnshire Police,0.343492,53.144976,On or near Parking Area,E01026093,East Lindsey 014B,Unable to prosecute suspect
f3b575cd85c85d645964571c637dd30234d28496566417e885f0bd529ebbbf84,2023-07,Lincolnshire Police,Lincolnshire Police,-0.460983,53.235080,On or near Ash Grove,E01026370,West Lindsey 011C,Unable to prosecute suspect
cf35df44daae4904e9be72c88051aeaf66f7423836aecc8df623a6124b14e43e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.539556,53.228263,On or near Shopping Area,E01026176,Lincoln 006B,Unable to prosecute suspect
62c8b89480aa535f51552796d01e7846b801927b3d998035635a9b4d1bddcacd,2023-07,Lincolnshire Police,Lincolnshire Police,-0.524178,53.109672,On or near Fosters Close,E01026194,North Kesteven 006B,Investigation complete; no suspect identified
46a061162d6fd4d02adb2134e93ef8247708dc56a42ca064da1de309d6d132cc,2023-07,Lincolnshire Police,Lincolnshire Police,-0.420058,53.008223,On or near St Marys Drive,E01026229,North Kesteven 011B,Unable to prosecute suspect
d437af8e3b1c4a4a2b6ea47e0813eb52fdd94580130b522309f72bfec60fd96e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.549047,53.230440,On or near Holmes Road,E01026146,Lincoln 005D,Investigation complete; no suspect identified
d437af8e3b1c4a4a2b6ea47e0813eb52fdd94580130b522309f72bfec60fd96e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.549047,53.230440,On or near Holmes Road,E01026146,Lincoln 005D,Investigation complete; no suspect identified
38e003684fbc819aad5af80f8792c6d38bc7c43d762edc77cc525867fd1c75d6,2023-07,Lincolnshire Police,Lincolnshire Police,-0.051505,52.926964,On or near Kime Mews,E01026019,Boston 007C,Unable to prosecute suspect
20de50e69150f1e5e61a5ccb31da4a1dba30cb014f07be71f16ca7e851b707ac,2023-07,Lincolnshire Police,Lincolnshire Police,0.095064,53.171643,On or near Brun Balderston Close,E01026100,East Lindsey 013E,Unable to prosecute suspect
e23c36d7b15e62f3892c1d3acd9197558b2ad104785fbb5c1414978fff8f42b9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.001822,53.370906,On or near Millers Court,E01032987,East Lindsey 004E,Investigation complete; no suspect identified
152bede852a159962c726a238ce5217036b3a233573a3b4fa32588e6d5330339,2023-07,Lincolnshire Police,Lincolnshire Police,-0.525432,53.252786,On or near Troutbeck Close,E01026165,Lincoln 002D,Unable to prosecute suspect
21dd5892c6bac271aed39f4e495fa9383fd78238fc035c2cc8bb34dd16c26c0e,2023-07,Lincolnshire Police,Lincolnshire Police,0.335378,53.198245,On or near Motrom Drive,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
19d29b91fedc2c996a9e9c2a14758d27036fe1f8138089a17d88cf8eadeebb5c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.543810,53.227176,On or near Brayford Wharf East,E01026132,Lincoln 005A,Investigation complete; no suspect identified
e153a487df5b22550ecc1c32e93f31687d86d29b6d44b2e9966f2b4687e5a5d9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.507074,53.241482,On or near Supermarket,E01026153,Lincoln 002A,Suspect charged
1ed4176d982415e9177f656dc2bf792b33242ee488a49e23595d8f776e7c0d9d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.621119,52.927810,On or near Troon Close,E01026294,South Kesteven 007C,Investigation complete; no suspect identified
43dddc8b667888d47a94c6c63f8eabc56a87e82461889c8399e3b85126935bda,2023-07,Lincolnshire Police,Lincolnshire Police,-0.621119,52.927810,On or near Troon Close,E01026294,South Kesteven 007C,Investigation complete; no suspect identified
4cb6d020730baee716ffd79dc4a4d69c27116de4cc26d9dc1bc2ceb041ee55c2,2023-07,Lincolnshire Police,Lincolnshire Police,-0.651427,52.909477,On or near Dysart Way,E01026317,South Kesteven 006A,Further investigation is not in the public interest
0afc8c08c0188cb93947a097b4dc968626acc41b2bb7d9bf5e5bc1fe7fb4c29b,2023-07,Lincolnshire Police,Lincolnshire Police,-0.148398,52.788879,On or near Shopping Area,E01032995,South Holland 006F,Investigation complete; no suspect identified
0afc8c08c0188cb93947a097b4dc968626acc41b2bb7d9bf5e5bc1fe7fb4c29b,2023-07,Lincolnshire Police,Lincolnshire Police,-0.148398,52.788879,On or near Shopping Area,E01032995,South Holland 006F,Investigation complete; no suspect identified
5244f2055336e96756e82c662de076db90326f1fab798cb7e66a71bd6aec5159,2023-07,Lincolnshire Police,Lincolnshire Police,-0.485071,53.305652,On or near Manor Lane,E01026412,West Lindsey 008B,Investigation complete; no suspect identified
80dd220a616d3fbe89f2c448a7d8a254cc6fbd81ea0362a921e70a1abe23d89f,2023-07,Lincolnshire Police,Lincolnshire Police,0.199877,53.367008,On or near Grove Road,E01026099,East Lindsey 005D,Unable to prosecute suspect
dd24c6698ec0c3b08b0c452c2d433b9be2b86005b3c960cc01c1e32d2cd7f78d,2023-07,Lincolnshire Police,Lincolnshire Police,0.007767,53.358734,On or near Mayfield Crescent,E01026091,East Lindsey 003F,Suspect charged
03633058408c7f913685fd5d279477504d1e534fa3addb3f8ca0ff232577efd2,2023-07,Lincolnshire Police,Lincolnshire Police,0.181837,53.259236,On or near Hanby Lane,E01026042,East Lindsey 008A,Unable to prosecute suspect
b8f908fb0cf296ad8868154d245d07e5467de2e1ca8d31db54e3b3381f9cdfc8,2023-07,Lincolnshire Police,Lincolnshire Police,-0.028159,52.800572,On or near High Or Main Road,E01026286,South Holland 004E,Investigation complete; no suspect identified
b8f908fb0cf296ad8868154d245d07e5467de2e1ca8d31db54e3b3381f9cdfc8,2023-07,Lincolnshire Police,Lincolnshire Police,-0.028159,52.800572,On or near High Or Main Road,E01026286,South Holland 004E,Investigation complete; no suspect identified
863fe5716e5ac9bb02a8da798988663392ece0ae3f24d5cb8bf1a7f10b358a9e,2023-07,Lincolnshire Police,Lincolnshire Police,0.019304,52.809358,On or near Fakenham Chase,E01026252,South Holland 003C,Action to be taken by another organisation
dd919bb1bc9c521130b33f5279d654b12f4479c0f26518ee08adb485610b7509,2023-07,Lincolnshire Police,Lincolnshire Police,-0.471232,52.658837,On or near Drift Road,E01026347,South Kesteven 015E,Unable to prosecute suspect
d06d147a566e2cba38d20554dc7b773e0a90addfecfed2f0d6bc7d016dbcdfb7,2023-07,Lincolnshire Police,Lincolnshire Police,-0.558984,53.177216,On or near Hobart Close,E01026238,North Kesteven 004F,Further investigation is not in the public interest
59018f7d2b5b3da6ff016fe419884a4200eb862baae9081d7040c39c32db31a7,2023-07,Lincolnshire Police,Lincolnshire Police,-0.537798,53.226331,On or near Bus/Coach Station,E01026176,Lincoln 006B,Suspect charged
aac1ec723f945e180a6dc8d0a88fd6bb7e1da658be797337ee6a202cd71ca6a2,2023-07,Lincolnshire Police,Lincolnshire Police,-0.319522,53.496335,On or near Castle Hill,E01026368,West Lindsey 001B,Action to be taken by another organisation
c954c1edf29f7f99094398f5167607b355648a49a43ded2ab2bb45db971e91d1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.198373,53.094936,On or near Park/Open Space,E01026054,East Lindsey 016D,Investigation complete; no suspect identified
0363a434eceb2919234a5acfdf01e3abe8ea453154e6a135c096941519632c37,2023-07,Lincolnshire Police,Lincolnshire Police,-0.551824,53.174324,On or near Somerville Close,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
0363a434eceb2919234a5acfdf01e3abe8ea453154e6a135c096941519632c37,2023-07,Lincolnshire Police,Lincolnshire Police,-0.551824,53.174324,On or near Somerville Close,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
2ce933adbadf72e7c50a947531053ae9e33b776a17a93ee6a5b0a4b4f5cc67c3,2023-07,Lincolnshire Police,Lincolnshire Police,-0.514411,53.246429,On or near Outer Circle Drive,E01026152,Lincoln 004E,Unable to prosecute suspect
c4de2c1ea65c1e557c276a8fefc6035079124d8b0e94661d84a8937fa97774a3,2023-07,Lincolnshire Police,Lincolnshire Police,-0.023028,52.978549,On or near Petticoat Lane,E01026025,Boston 003C,Unable to prosecute suspect
bd5c584c52a622d5696844589dcbf9571c4f10916143cadaeed2e2eb206fbefc,2023-07,Lincolnshire Police,Lincolnshire Police,-0.515330,53.241963,On or near Chaucer Drive,E01026154,Lincoln 004F,Unable to prosecute suspect
dece8ecb9b9f50cffd55a2602a997868cb2ea7aa8389c3d9b4554e395c8acdb0,2023-07,Lincolnshire Police,Lincolnshire Police,0.342402,53.142425,On or near Nightclub,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
7b3514db559ef70c34eff8d07ec9326867713a3a69eebdfbc0e8575a8f0b2b09,2023-07,Lincolnshire Police,Lincolnshire Police,0.349067,53.172855,On or near Roman Bank,E01026115,East Lindsey 012C,Investigation complete; no suspect identified
7b3514db559ef70c34eff8d07ec9326867713a3a69eebdfbc0e8575a8f0b2b09,2023-07,Lincolnshire Police,Lincolnshire Police,0.349067,53.172855,On or near Roman Bank,E01026115,East Lindsey 012C,Investigation complete; no suspect identified
d6848da918193ec0de624f5db5582895160e55752cb524b13ab77d1193d8243d,2023-07,Lincolnshire Police,Lincolnshire Police,0.178489,52.768797,On or near Two Sisters Close,E01026279,South Holland 008F,Action to be taken by another organisation
4d1edbf044269aae87bec78d440af1486e0b0546b0e95865fe841aeb0bc7cdee,2023-07,Lincolnshire Police,Lincolnshire Police,-0.115160,53.210811,On or near Mill Lane,E01026067,East Lindsey 011D,Investigation complete; no suspect identified
e64d1297d5a226a630f2e3125cc877003d67746dd5d55850f1f93dc4ec290601,2023-07,Lincolnshire Police,Lincolnshire Police,-0.649004,52.897978,On or near Sudbury Road,E01026319,South Kesteven 006C,Investigation complete; no suspect identified
82a820c9c456fcd24ecd3f647c65c53d7e61d44e22c84c00b4e0e337c692c22a,2023-07,Lincolnshire Police,Lincolnshire Police,-0.189846,53.105507,On or near Willows Court,E01026054,East Lindsey 016D,Unable to prosecute suspect
c3408207b42d1d85be4264edcaa400322f226b2ba592e0a8d0736c12d6b9ea69,2023-07,Lincolnshire Police,Lincolnshire Police,-0.189846,53.105507,On or near Willows Court,E01026054,East Lindsey 016D,Unable to prosecute suspect
d1d0aba0ce0446b5451d6ae310f05a921a4888f90d988299aa11a2a83a14b790,2023-07,Lincolnshire Police,Lincolnshire Police,-0.173461,53.104726,On or near Silver Street,E01026054,East Lindsey 016D,Unable to prosecute suspect
d7d217fd99677350b67cec0e69f30229b19e0993cb39ce6232785f48aefbf1db,2023-07,Lincolnshire Police,Lincolnshire Police,0.340383,53.126300,On or near Seacroft Esplanade,E01026096,East Lindsey 015C,Unable to prosecute suspect
ff859536d62593e5a58084e01ec482cac2f08b52e1c1be0184a39cbbc92be89d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.000300,53.371968,On or near Bolle Road,E01032987,East Lindsey 004E,Unable to prosecute suspect
dabc6b0a8083cefd76487c603526c8aa7c55e2fb83bb7b9c0984f7982560e865,2023-07,Lincolnshire Police,Lincolnshire Police,-0.551824,53.174324,On or near Somerville Close,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
dabc6b0a8083cefd76487c603526c8aa7c55e2fb83bb7b9c0984f7982560e865,2023-07,Lincolnshire Police,Lincolnshire Police,-0.551824,53.174324,On or near Somerville Close,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
dabc6b0a8083cefd76487c603526c8aa7c55e2fb83bb7b9c0984f7982560e865,2023-07,Lincolnshire Police,Lincolnshire Police,-0.551824,53.174324,On or near Somerville Close,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
8b76be21c5cbd8292db57dc76146e41141259aec226841cfa9563557f77b806b,2023-07,Lincolnshire Police,Lincolnshire Police,-0.642666,52.913854,On or near Vine Street,E01026323,South Kesteven 004D,Unable to prosecute suspect
8b76be21c5cbd8292db57dc76146e41141259aec226841cfa9563557f77b806b,2023-07,Lincolnshire Police,Lincolnshire Police,-0.642666,52.913854,On or near Vine Street,E01026323,South Kesteven 004D,Unable to prosecute suspect
7868dca56d6c5a0f19d7af93eb491a4e8d1477819211bbaecbf31ba00e247e28,2023-07,Lincolnshire Police,Lincolnshire Police,0.343635,53.139084,On or near South Parade,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
a0a654d20c1b1f5f7dd3523d2095bf9816f48fb2963657e3923ab4704848d9fe,2023-07,Lincolnshire Police,Lincolnshire Police,0.178489,52.768797,On or near Two Sisters Close,E01026279,South Holland 008F,Action to be taken by another organisation
b2ea4b916bdc3fec3809c2dfa1302a4003e56d9708471382a692179be8810e8b,2023-07,Lincolnshire Police,Lincolnshire Police,0.334630,53.144260,On or near Berry Way,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
f3f7812d88f36078b752d81af0872d10f98335d5a77c8a17c91bc00e6a817f75,2023-07,Lincolnshire Police,Lincolnshire Police,0.334313,53.194076,On or near Queensway,E01026069,East Lindsey 010D,Unable to prosecute suspect
3a3cfe732785de7866b58eabc28953b0955e2fb12e1d53dc450a7326303c1f27,2023-07,Lincolnshire Police,Lincolnshire Police,0.334313,53.194076,On or near Queensway,E01026069,East Lindsey 010D,Unable to prosecute suspect
1d66c7738296e55238bd42d2d78ad2c2f9e291f7c5038aa8a2e6dfa9fbbd4308,2023-07,Lincolnshire Police,Lincolnshire Police,-0.410320,52.995813,On or near Station Road,E01026227,North Kesteven 010A,Investigation complete; no suspect identified
1d66c7738296e55238bd42d2d78ad2c2f9e291f7c5038aa8a2e6dfa9fbbd4308,2023-07,Lincolnshire Police,Lincolnshire Police,-0.410320,52.995813,On or near Station Road,E01026227,North Kesteven 010A,Investigation complete; no suspect identified
6debdc50ca75ba4cb8dd62a3f60277be8e7c94825115b8b08a411a62748ca698,2023-07,Lincolnshire Police,Lincolnshire Police,0.187837,52.769866,On or near King Street,E01026277,South Holland 008D,Investigation complete; no suspect identified
e42d6b28ceaf842e9402858d335ec817afa895164af74cff60472266cb122a36,2023-07,Lincolnshire Police,Lincolnshire Police,-0.772531,53.400834,On or near Spital Terrace,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
